devmac,phyname,type,first_time,last_time,duration_sec,strongest_signal,avg_lat,avg_lon,bytes_data
C8:66:5D:0E:6C:31,IEEE802.11,"Wi-Fi AP",1774455353,1774455353,0,-85,35.782576667,-78.643276167,0
C2:E0:1C:C2:BD:2D,IEEE802.11,"Wi-Fi AP",1774455353,1774455353,0,-93,35.782576667,-78.643276167,0
E4:52:1E:80:95:59,Bluetooth,BTLE,1774455354,1774455354,0,0,35.7825275,-78.643277167,0
8C:EC:80:90:D6:0B,Bluetooth,BTLE,1774455354,1774455354,0,0,35.78246575,-78.6432768334997,0
C3:3B:F1:85:C2:0B,Bluetooth,BTLE,1774455354,1774455354,0,0,35.7825275,-78.643277167,0
09:62:2A:77:7F:93,Bluetooth,BTLE,1774455354,1774455354,0,0,35.782465833,-78.643277333,0
C0:64:E4:75:C6:28,IEEE802.11,"Wi-Fi AP",1774455354,1774455354,0,-80,35.782453833,-78.643277167,0
9E:9D:34:E9:30:DA,IEEE802.11,"Wi-Fi Client",1774455353,1774455353,0,0,0.0,0.0,0
CC:AB:2C:83:88:B8,IEEE802.11,"Wi-Fi AP",1774455353,1774455353,0,-93,35.782453833,-78.643277167,62
C0:64:E4:4A:A7:C4,IEEE802.11,"Wi-Fi AP",1774455354,1774455354,0,-80,35.782453833,-78.643277167,0
AE:4E:B4:FC:28:5E,IEEE802.11,"Wi-Fi Bridged",1774455354,1774455354,0,0,0.0,0.0,458
84:F1:47:E6:63:67,IEEE802.11,"Wi-Fi AP",1774455355,1774455355,0,-86,35.782329667,-78.643275,0
84:F1:47:21:95:48,IEEE802.11,"Wi-Fi AP",1774455355,1774455355,0,-86,35.782329667,-78.643275,0
C8:66:5D:50:DF:F7,IEEE802.11,"Wi-Fi AP",1774455356,1774455356,0,-94,35.782208333,-78.64327,0
D4:35:1D:C7:3C:8F,IEEE802.11,"Wi-Fi Bridged",1774455356,1774455356,0,0,0.0,0.0,96
70:58:A4:28:46:7A,IEEE802.11,"Wi-Fi AP",1774455356,1774455356,0,-96,35.7820905,-78.643267333,0
46:37:86:0C:2C:60,IEEE802.11,"Wi-Fi Client",1774455356,1774455356,0,0,0.0,0.0,0
AC:67:84:EE:F5:66,IEEE802.11,"Wi-Fi Bridged",1774455356,1774455356,0,0,0.0,0.0,278
82:33:50:03:51:37,IEEE802.11,"Wi-Fi AP",1774455356,1774455356,0,-95,35.7820905,-78.643267333,0
98:DA:C4:A0:44:AE,IEEE802.11,"Wi-Fi AP",1774455360,1774455360,0,-87,35.781753333,-78.64328,0
2C:2B:F9:CD:F6:69,IEEE802.11,"Wi-Fi Client",1774455360,1774455360,0,0,0.0,0.0,0
58:8B:1C:1F:43:3A,IEEE802.11,"Wi-Fi Bridged",1774455360,1774455360,0,0,0.0,0.0,62
7A:8A:20:6C:40:4C,IEEE802.11,"Wi-Fi AP",1774455361,1774455361,0,-75,35.781654833,-78.643285167,0
64:16:66:85:40:0D,IEEE802.11,"Wi-Fi Bridged",1774455361,1774455361,0,0,0.0,0.0,100
8A:8A:20:24:62:0C,IEEE802.11,"Wi-Fi AP",1774455361,1774455361,0,0,0.0,0.0,0
D0:3F:27:14:3B:78,IEEE802.11,"Wi-Fi Device",1774455361,1774455361,0,0,0.0,0.0,672
0A:55:1F:CF:5B:11,IEEE802.11,"Wi-Fi AP",1774455361,1774455361,0,-94,35.781654833,-78.643285167,0
A0:55:1F:8F:3B:4B,IEEE802.11,"Wi-Fi AP",1774455361,1774455361,0,-93,35.781654833,-78.643285167,0
C2:55:B8:4E:13:43,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-89,35.781562,-78.643288833,0
E2:55:B8:A2:A1:01,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-88,35.781562,-78.643288833,0
84:23:88:1B:CB:58,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-92,35.781562,-78.643288833,0
84:23:88:A8:6A:72,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-93,35.781562,-78.643288833,0
DA:55:B8:3B:8C:BD,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-90,35.781562,-78.643288833,0
84:23:88:EE:40:AF,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-92,35.781562,-78.643288833,0
84:23:88:9A:70:04,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-92,35.781562,-78.643288833,0
84:23:88:F9:9B:EE,IEEE802.11,"Wi-Fi AP",1774455362,1774455362,0,-93,35.781562,-78.643288833,0
7F:A0:AA:D6:E4:86,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781516,-78.643290333,0
67:E3:6B:30:41:3F,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781516,-78.643290333,0
E8:0E:A0:43:D9:AE,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781516,-78.643290333,0
73:0B:D9:68:33:D0,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781516,-78.643290333,0
7A:0E:52:92:75:8D,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781469667,-78.643292,0
75:40:86:6B:6F:85,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781469667,-78.643292,0
15:CA:EE:58:0B:1F,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781469667,-78.643292,0
43:83:9E:6C:8F:D1,Bluetooth,BTLE,1774455363,1774455363,0,0,35.781469667,-78.643292,0
24:D7:EB:88:80:F7,Bluetooth,BTLE,1774455364,1774455364,0,0,35.7813725,-78.6432965,0
6F:48:FD:1E:A8:12,Bluetooth,BTLE,1774455364,1774455364,0,0,35.7813725,-78.6432965,0
98:1E:19:8E:D8:6C,IEEE802.11,"Wi-Fi AP",1774455364,1774455364,0,-91,35.7813725,-78.6432965,0
E6:CB:33:E3:B2:FD,IEEE802.11,"Wi-Fi Client",1774455364,1774455364,0,-90,35.7813725,-78.6432965,0
6E:22:32:F7:1B:7C,IEEE802.11,"Wi-Fi AP",1774455364,1774455364,0,-71,35.7813725,-78.6432965,0
60:22:32:32:4F:FF,IEEE802.11,"Wi-Fi AP",1774455364,1774455364,0,-82,35.7813725,-78.6432965,0
66:22:32:96:D3:14,IEEE802.11,"Wi-Fi AP",1774455364,1774455364,0,-81,35.7813725,-78.6432965,0
36:91:78:B4:69:6A,IEEE802.11,"Wi-Fi Client",1774455364,1774455364,0,-91,35.7813725,-78.6432965,0
DE:FE:FB:BF:96:93,IEEE802.11,"Wi-Fi Client",1774455364,1774455364,0,-84,35.7813725,-78.6432965,0
6A:22:32:8F:6A:31,IEEE802.11,"Wi-Fi AP",1774455364,1774455364,0,-81,35.7813725,-78.6432965,0
DA:3C:AA:D1:E7:40,IEEE802.11,"Wi-Fi Bridged",1774455364,1774455364,0,0,0.0,0.0,50
12:53:49:2B:69:40,IEEE802.11,"Wi-Fi Client",1774455364,1774455364,0,-85,35.7813725,-78.6432965,0
40:76:7A:9A:1C:39,Bluetooth,BTLE,1774455365,1774455365,0,0,35.7813215,-78.6432975,0
E8:BC:A4:81:C1:9A,Bluetooth,BTLE,1774455365,1774455365,0,0,35.7813215,-78.6432975,0
65:6F:73:22:CB:82,Bluetooth,BTLE,1774455365,1774455365,0,0,35.7813215,-78.6432975,0
6E:4F:B2:86:D3:A0,Bluetooth,BTLE,1774455365,1774455365,0,0,35.7813215,-78.6432975,0
18:B0:7B:23:0B:41,Bluetooth,BTLE,1774455365,1774455365,0,0,35.7813215,-78.6432975,0
5A:E0:F3:66:11:D5,Bluetooth,BTLE,1774455366,1774455366,0,0,35.781168833,-78.6432955,0
50:C6:46:87:1D:DF,Bluetooth,BTLE,1774455367,1774455367,0,0,35.781117833,-78.643294333,0
5A:88:AA:5B:B5:88,Bluetooth,BTLE,1774455367,1774455367,0,0,35.781117833,-78.643294333,0
66:7A:B0:59:AB:9C,Bluetooth,BTLE,1774455367,1774455367,0,0,35.781117833,-78.643294333,0
50:59:E7:AF:9C:13,Bluetooth,BTLE,1774455367,1774455367,0,0,35.781117833,-78.643294333,0
47:FF:91:C7:CC:63,Bluetooth,BTLE,1774455367,1774455367,0,0,35.781117833,-78.643294333,0
94:18:65:0E:3F:EA,IEEE802.11,"Wi-Fi AP",1774455368,1774455368,0,0,0.0,0.0,0
4A:84:8D:8B:DD:12,IEEE802.11,"Wi-Fi Bridged",1774455368,1774455368,0,0,0.0,0.0,165
80:03:84:22:44:00,IEEE802.11,"Wi-Fi AP",1774455368,1774455368,0,-70,35.780965667,-78.643294,0
1E:26:6E:83:C2:42,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,-66,35.780965667,-78.643294,0
4A:39:B2:80:C6:15,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,-69,35.780965667,-78.643294,0
52:E4:92:1D:76:C5,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,-63,35.780965667,-78.643294,0
96:57:A5:EA:A3:6E,IEEE802.11,"Wi-Fi AP",1774455368,1774455368,0,-80,35.780965667,-78.643294,0
DE:C2:C9:97:F9:80,IEEE802.11,"Wi-Fi AP",1774455368,1774455368,0,-78,35.780965667,-78.643294,0
EA:57:A4:70:52:78,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,0,0.0,0.0,0
64:6C:80:28:8F:76,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,0,0.0,0.0,0
2A:4D:FC:41:75:EA,IEEE802.11,"Wi-Fi AP",1774455368,1774455368,0,-90,35.780965667,-78.643294,0
FA:B2:8E:86:76:37,IEEE802.11,"Wi-Fi Client",1774455368,1774455368,0,0,0.0,0.0,0
8A:D3:B4:08:77:61,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,0,0.0,0.0,0
F2:CD:38:7E:A3:9B,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,-72,35.780825167,-78.643300167,0
02:49:A5:1C:4D:71,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-81,35.780825167,-78.643300167,0
86:86:E7:FF:AB:D0,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,0,0.0,0.0,0
0A:56:EE:33:32:17,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
1E:BB:E5:90:1D:7A,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
38:17:C3:70:DB:BB,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-92,35.780825167,-78.643300167,0
D2:BE:A7:DD:DF:C9,IEEE802.11,"Wi-Fi Bridged",1774455369,1774455369,0,0,0.0,0.0,236
F2:88:58:42:5F:87,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,0,0.0,0.0,0
38:17:C3:3B:53:5E,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,0,0.0,0.0,0
72:BD:0C:8D:4D:BB,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,0,0.0,0.0,0
DA:53:96:17:8D:D4,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,-75,35.780825167,-78.643300167,0
86:45:58:56:F2:3D,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-95,35.780825167,-78.643300167,0
2C:B8:ED:79:23:BD,IEEE802.11,"Wi-Fi Bridged",1774455369,1774455369,0,0,0.0,0.0,7600
8A:DB:27:BB:80:CA,IEEE802.11,"Wi-Fi Device",1774455369,1774455369,0,0,0.0,0.0,10654
CE:50:7E:4F:3F:C4,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,-90,35.780825167,-78.643300167,0
DE:CB:AC:8D:7F:A7,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-85,35.780825167,-78.643300167,0
70:58:A4:65:5A:42,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-91,35.780825167,-78.643300167,54
E2:CB:AC:F1:BC:DF,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-85,35.780825167,-78.643300167,0
EA:CB:AC:23:B8:BE,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-85,35.780825167,-78.643300167,0
A2:58:31:19:1C:24,IEEE802.11,"Wi-Fi Bridged",1774455369,1774455369,0,0,0.0,0.0,50
FA:92:BF:B4:C5:FB,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-90,35.780825167,-78.643300167,0
78:45:58:45:FC:F0,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-94,35.780825167,-78.643300167,0
46:BA:C6:02:39:0E,IEEE802.11,"Wi-Fi Client",1774455369,1774455369,0,0,0.0,0.0,0
94:18:65:F3:6D:59,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
8A:45:58:FD:F6:5B,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
16:FC:88:61:D8:B5,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-95,35.780825167,-78.643300167,0
B0:BB:E5:B1:F6:B6,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
7E:45:58:1B:75:8F,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-94,35.780825167,-78.643300167,0
82:45:58:65:4C:4C,IEEE802.11,"Wi-Fi AP",1774455369,1774455369,0,-93,35.780825167,-78.643300167,0
38:17:C3:8F:A9:39,IEEE802.11,"Wi-Fi AP",1774455370,1774455370,0,-92,35.780750833,-78.643303667,0
10:9F:41:56:78:F0,IEEE802.11,"Wi-Fi Client",1774455370,1774455370,0,0,0.0,0.0,0
8A:57:63:46:EB:7F,IEEE802.11,"Wi-Fi Bridged",1774455370,1774455370,0,0,0.0,0.0,50
38:17:C3:04:B5:C0,IEEE802.11,"Wi-Fi AP",1774455370,1774455370,0,-92,35.780750833,-78.643303667,0
B2:7A:EA:D9:0E:8E,IEEE802.11,"Wi-Fi Client",1774455371,1774455371,0,-80,35.780722083,-78.6433048335004,0
0E:84:EC:FD:AA:CC,IEEE802.11,"Wi-Fi Bridged",1774455371,1774455371,0,0,0.0,0.0,50
F0:D4:15:41:1E:CC,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,-93,35.780693333,-78.643306,0
38:17:C3:86:2C:28,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-91,35.780668583,-78.6433038334993,0
42:76:11:ED:EB:66,IEEE802.11,"Wi-Fi Bridged",1774455371,1774455371,0,0,0.0,0.0,50
D2:4B:4D:D6:98:2A,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,0,0.0,0.0,0
38:17:C3:10:FE:1A,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-93,35.780693333,-78.643306,0
A0:D3:65:57:B7:2D,IEEE802.11,"Wi-Fi Bridged",1774455372,1774455372,0,0,0.0,0.0,300
5E:57:44:74:DD:6B,IEEE802.11,"Wi-Fi Bridged",1774455371,1774455371,0,0,0.0,0.0,50
E8:84:A5:5D:5D:80,IEEE802.11,"Wi-Fi Client",1774455371,1774455371,0,0,0.0,0.0,0
1A:3F:AC:92:26:C7,IEEE802.11,"Wi-Fi Bridged",1774455371,1774455371,0,0,0.0,0.0,50
A4:13:4E:1A:D0:D7,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-87,35.780643833,-78.643301667,0
A4:13:4E:A6:F0:24,IEEE802.11,"Wi-Fi Bridged",1774455372,1774455372,0,0,0.0,0.0,4270
34:53:D2:0C:26:48,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-88,35.780643833,-78.643301667,0
F4:05:95:7C:62:9B,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-93,35.780643833,-78.643301667,0
DA:31:34:0D:9E:36,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-91,35.780643833,-78.643301667,0
B6:FB:E4:63:27:22,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-90,35.780643833,-78.643301667,0
F4:05:95:48:4D:A6,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-95,35.780643833,-78.643301667,0
C8:9E:43:95:5D:C8,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-90,35.780643833,-78.643301667,0
E0:C2:50:ED:9A:AE,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-94,35.780643833,-78.643301667,0
56:F3:66:15:CB:EF,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,-70,35.780643833,-78.643301667,0
0A:05:95:2E:69:78,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-96,35.780643833,-78.643301667,0
02:96:E5:87:CC:60,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-89,35.780643833,-78.643301667,0
16:53:D2:D4:69:E7,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-88,35.780643833,-78.643301667,0
57:09:4B:CB:AE:DC,Bluetooth,BTLE,1774455373,1774455373,0,0,35.780643833,-78.643301667,0
16:05:95:11:72:60,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-92,35.780643833,-78.643301667,0
12:B5:9D:BD:B4:62,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,0,0.0,0.0,0
CE:6E:0A:52:DD:2F,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-95,35.780643833,-78.643301667,0
CA:6E:0A:15:7E:95,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-94,35.780643833,-78.643301667,0
B6:FB:E4:D3:EC:2F,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-91,35.780643833,-78.643301667,0
F4:52:46:AF:89:D2,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-94,35.780643833,-78.643301667,0
2F:52:36:19:F1:21,Bluetooth,BTLE,1774455373,1774455373,0,0,35.780643833,-78.643301667,0
F6:FF:D7:16:30:69,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,0,0.0,0.0,0
C6:AC:91:94:9D:B3,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,0,0.0,0.0,0
96:52:46:8D:5D:98,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-94,35.780643833,-78.643301667,0
5A:22:54:E6:0E:08,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-95,35.780643833,-78.643301667,0
B6:FB:E4:F6:50:BD,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-91,35.780643833,-78.643301667,0
32:15:E3:46:E6:AF,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,-70,35.780643833,-78.643301667,0
4C:19:5D:25:A5:0F,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-96,35.780643833,-78.643301667,0
0A:19:5D:ED:E0:46,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-96,35.780643833,-78.643301667,0
AE:64:BC:3F:F1:AE,IEEE802.11,"Wi-Fi Client",1774455372,1774455372,0,-82,35.780643833,-78.643301667,0
66:67:72:C7:A1:5A,IEEE802.11,"Wi-Fi AP",1774455372,1774455372,0,-95,35.780643833,-78.643301667,0
27:16:02:AE:AA:26,Bluetooth,BTLE,1774455373,1774455373,0,0,35.78062,-78.643293,0
6D:18:E0:5E:59:C1,Bluetooth,BTLE,1774455374,1774455374,0,0,35.78062,-78.643293,0
7E:7B:4C:48:E3:84,Bluetooth,BTLE,1774455373,1774455373,0,0,35.78062,-78.643293,0
3B:25:86:6F:8D:F0,Bluetooth,BTLE,1774455373,1774455373,0,0,35.78062,-78.643293,0
C4:8F:19:E6:9C:61,Bluetooth,BTLE,1774455373,1774455373,0,0,35.78062,-78.643293,0
17:89:B3:6E:B4:3E,Bluetooth,BTLE,1774455373,1774455373,0,0,35.78062,-78.643293,0
7F:7B:90:E9:BA:52,Bluetooth,BTLE,1774455374,1774455374,0,0,35.780597833,-78.6432785,0
75:50:9A:52:75:31,Bluetooth,BTLE,1774455374,1774455374,0,0,35.780597833,-78.6432785,0
0B:C3:B5:68:03:01,Bluetooth,BTLE,1774455374,1774455374,0,0,35.780597833,-78.6432785,0
EA:CE:5C:A7:64:A0,Bluetooth,BTLE,1774455374,1774455374,0,0,35.780597833,-78.6432785,0
0C:1F:C4:58:77:5B,Bluetooth,BTLE,1774455375,1774455375,0,0,35.780555,-78.643225833,0
5C:59:15:1F:08:BE,Bluetooth,BTLE,1774455375,1774455375,0,0,35.780555,-78.643225833,0
16:C1:7C:77:C9:65,Bluetooth,BTLE,1774455375,1774455375,0,0,35.780555,-78.643225833,0
7A:6F:F1:11:44:FD,Bluetooth,BTLE,1774455375,1774455375,0,0,35.7805405,-78.643190167,0
47:E7:E7:38:25:FA,Bluetooth,BTLE,1774455375,1774455375,0,0,35.7805405,-78.643190167,0
FE:92:BF:4D:C6:9B,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-75,35.780532333,-78.643157,0
06:92:BF:37:AD:30,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-74,35.7805280000043,-78.6431248334983,0
02:91:A8:2D:E9:35,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,-72,35.780532333,-78.643157,0
02:53:28:2A:55:3F,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,-72,35.780532333,-78.643157,0
0A:92:BF:22:92:DA,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-76,35.7805280000043,-78.6431248334983,0
B4:FB:E4:7B:E3:2D,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-83,35.780532333,-78.643157,0
56:F8:24:0E:9C:D9,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780530167,-78.643148333,0
1A:55:1A:E5:FC:60,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780530167,-78.643148333,0
62:61:D0:47:75:75,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780530167,-78.643148333,0
11:45:89:F9:F8:96,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780530167,-78.643148333,0
48:D2:F7:87:08:A6,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
4B:17:A3:16:22:32,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
78:BE:D6:1E:55:3F,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
6C:29:7D:29:48:83,Bluetooth,BTLE,1774455377,1774455377,0,0,35.780524333,-78.643102333,0
4C:54:AC:AA:65:E1,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
68:11:17:54:97:6B,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
01:23:3C:92:45:FF,Bluetooth,BTLE,1774455377,1774455377,0,0,35.780524333,-78.643102333,0
EE:71:2E:48:3F:9F,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
5A:39:9E:91:68:BD,Bluetooth,BTLE,1774455376,1774455376,0,0,35.780524333,-78.643102333,0
E0:CB:BC:EB:C4:89,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-79,35.780523667,-78.643092667,0
EA:CB:BC:19:B1:6B,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-78,35.780523667,-78.643092667,0
DE:CB:BC:18:D4:2B,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-79,35.780523667,-78.643092667,0
F2:16:76:3C:71:88,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,0,0.0,0.0,0
8E:2A:A8:20:B0:34,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-80,35.780523667,-78.643092667,0
AE:8B:A9:42:B7:4E,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-85,35.780523667,-78.643092667,0
FA:92:BF:95:04:27,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,0,0.0,0.0,0
C6:FB:E4:E9:EA:DE,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-83,35.780523667,-78.643092667,0
12:5F:3F:F0:28:73,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,0,0.0,0.0,0
8A:2A:A8:15:34:99,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-79,35.780523667,-78.643092667,0
78:8A:20:8C:B6:C9,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-82,35.780523667,-78.643092667,0
B2:A6:FC:A6:C9:10,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,0,0.0,0.0,0
E0:92:8F:97:0B:62,IEEE802.11,"Wi-Fi Bridged",1774455376,1774455376,0,0,0.0,0.0,74
46:D9:E7:22:54:B7,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-86,35.780523667,-78.643092667,0
BC:30:7E:74:FC:E6,IEEE802.11,"Wi-Fi AP",1774455377,1774455377,0,-90,35.780523667,-78.643092667,0
70:58:A4:48:14:D3,IEEE802.11,"Wi-Fi Ad-Hoc",1774455376,1774455376,0,-83,35.780523667,-78.643092667,163
E8:E8:B7:71:38:2E,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,0,0.0,0.0,163
C0:3F:0E:FB:6E:CE,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-67,35.780523667,-78.643092667,0
C0:56:27:A9:E9:E9,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-78,35.780523667,-78.643092667,0
A0:55:1F:BB:68:93,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-85,35.780523667,-78.643092667,0
A2:63:D9:07:EB:9E,IEEE802.11,"Wi-Fi Ad-Hoc",1774455376,1774455376,0,0,0.0,0.0,0
9C:93:4E:67:20:C4,IEEE802.11,"Wi-Fi Ad-Hoc",1774455376,1774455376,0,0,0.0,0.0,0
AC:8B:A9:C0:DB:A6,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,0,0.0,0.0,0
C2:8E:9E:4B:C7:FE,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,-87,35.780523667,-78.643092667,0
C2:FB:E4:AF:B1:73,IEEE802.11,"Wi-Fi AP",1774455377,1774455377,0,-91,35.780523667,-78.643092667,0
EE:FB:BE:1A:2D:97,IEEE802.11,"Wi-Fi Bridged",1774455376,1774455376,0,0,0.0,0.0,249
78:45:01:3B:78:1C,IEEE802.11,"Wi-Fi Bridged",1774455376,1774455376,0,0,0.0,0.0,102
BE:FB:E4:5B:66:C1,IEEE802.11,"Wi-Fi AP",1774455377,1774455377,0,-91,35.780523667,-78.643092667,0
F4:92:BF:B1:DE:F0,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-76,35.780523667,-78.643092667,0
BA:FB:E4:F6:CA:4F,IEEE802.11,"Wi-Fi AP",1774455377,1774455377,0,-91,35.780523667,-78.643092667,0
B6:8B:A9:06:64:13,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,0,0.0,0.0,0
98:1E:19:8E:CA:06,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-86,35.780523667,-78.643092667,0
C2:FB:E4:95:1C:19,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-78,35.780523667,-78.643092667,0
AE:26:1D:87:97:E3,IEEE802.11,"Wi-Fi Client",1774455376,1774455376,0,-87,35.780523667,-78.643092667,0
BE:FB:E4:0B:0D:F7,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-81,35.780523667,-78.643092667,0
B2:8B:A9:65:2E:4B,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-83,35.780523667,-78.643092667,0
BE:FB:E4:99:DC:21,IEEE802.11,"Wi-Fi AP",1774455376,1774455376,0,-82,35.780523667,-78.643092667,0
7D:9C:46:F9:8D:F8,Bluetooth,BTLE,1774455377,1774455377,0,0,35.780521,-78.643052667,0
